SN,,,,,,,,,,,,,,,,,,,,,,ALL,FUTURE,PAST,N-1,N-2,N-3,,
1,Document,toaster,bread,sandwich,cafe,coffee,Starbucks,green straws,water,ice,pool,beach,Wilmington,blue sky,kite,field,football,practice,stand,band,water,,,,,,,2,
,hard,0.03,0.16,0.17,N/A,0.19,0.21,0.16,0.26,0.42,-0.01,0.26,0.13,0.22,0.23,0.15,1,0.12,0.16,0.15,0.03,0.168888889,0.115,0.184285714,,,,,
,tasty,0.08,0.34,0.45,N/A,0.41,0.3,0.48,0.1,0.18,0,0.15,0.17,0.23,0.16,0.47,0.12,1,0.47,0.42,0.08,0.256111111,0.323333333,0.242666667,,,,,
,butter,0.21,0.6,0.77,N/A,0.58,0.5,0.98,-0.01,0.15,-0.01,0.22,0.03,0.2,0.15,0.6,0.16,0.47,1,0.82,0.21,0.368333333,0.515,0.35,,,,,
,cream cheese,0.16,0.48,0.71,N/A,0.54,0.42,0.8,0.06,0.16,0.04,0.25,0.09,0.18,0.14,0.54,0.15,0.42,0.82,1,0.16,0.34,0.16,0.350588235,,,,,
,toaster,1,0.33,0.21,N/A,0.2,0.17,0.19,-0.02,0.04,-0.01,0.08,0.08,0.17,0.12,0.1,0.03,0.08,0.21,0.16,1,0.174444444,,0.174444444,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.239298246,0.238911381,0.271626006,,,,,
106,Document,toaster,butter,food,breakfast,lunch,dinner,dish,fork,spoon,knife,cat,blood,heal,Dr.,help,all,honesty,house,room,life,,,,,,,0,
,toaster,1,0.21,0.07,0.17,0.09,0.09,0.08,0.03,0.22,0.12,-0.02,-0.01,0.01,-0.02,0.05,0.12,0.02,0.05,0.06,0.02,0.071578947,0.071578947,,0.295263158,0.251111111,0.222941176,,
,butter,0.21,1,0.24,0.5,0.45,0.42,0.55,0.29,0.39,0.25,0.03,0.05,0.12,0.02,0.15,0.23,0.04,0.09,0.17,0.06,0.224210526,0.225,0.21,,,,,
,food,0.07,0.24,1,0.17,0.2,0.21,0.27,0.14,0.18,0.12,0.11,0.14,0.12,0.07,0.2,0.28,0.03,0.07,0.07,0.18,0.151052632,0.150588235,0.155,,,,,
,breakfast,0.17,0.5,0.17,1,0.62,0.65,0.41,0.31,0.4,0.19,0.09,0.03,0.05,0,0.15,0.34,0.09,0.23,0.32,0.09,0.253157895,0.248125,0.28,,,,,
,lunch,0.09,0.45,0.2,0.62,1,0.6,0.39,0.33,0.33,0.14,0.14,0.01,0.01,0.05,0.14,0.34,0.08,0.17,0.27,0.12,0.235789474,0.208,0.34,,,,,
,dinner,0.09,0.42,0.21,0.65,0.6,1,0.48,0.44,0.45,0.26,0.14,0.03,0.13,0.01,0.18,0.4,0.11,0.32,0.38,0.15,0.286842105,0.248571429,0.394,,,,,
,dish,0.08,0.55,0.27,0.41,0.39,0.48,1,0.41,0.54,0.34,0.12,0.03,0.1,0.07,0.14,0.24,0.02,0.11,0.19,0.08,0.240526316,0.183846154,0.363333333,,,,,
,fork,0.03,0.29,0.14,0.31,0.33,0.44,0.41,1,0.48,0.34,0.06,0.02,0.09,0,0.07,0.22,0.05,0.07,0.17,0.05,0.187894737,0.135,0.278571429,,,,,
,spoon,0.22,0.39,0.18,0.4,0.33,0.45,0.54,0.48,1,0.37,0,0.01,0.06,0.07,0.09,0.25,0.06,0.1,0.26,0.05,0.226842105,0.12,0.37375,,,,,
,knife,0.12,0.25,0.12,0.19,0.14,0.26,0.34,0.34,0.37,1,0.03,0.13,0.2,0.09,0.14,0.28,0.03,0.09,0.12,0.13,0.177368421,0.124,0.236666667,,,,,
,cat,-0.02,0.03,0.11,0.09,0.14,0.14,0.12,0.06,0,0.03,1,0.01,0.07,0.01,0.1,0.2,0,0.2,0.08,0.03,0.073684211,0.077777778,0.07,,,,,
,blood,-0.01,0.05,0.14,0.03,0.01,0.03,0.03,0.02,0.01,0.13,0.01,1,0.37,0.09,0.11,0.15,0.03,0.02,0.04,0.11,0.072105263,0.115,0.040909091,,,,,
,heal,0.01,0.12,0.12,0.05,0.01,0.13,0.1,0.09,0.06,0.2,0.07,0.37,1,0.29,0.27,0.21,0.05,0.06,0.01,0.1,0.122105263,0.141428571,0.110833333,,,,,
,Dr.,-0.02,0.02,0.07,0,0.05,0.01,0.07,0,0.07,0.09,0.01,0.09,0.29,1,0.14,0.16,-0.01,0.07,0.16,0.12,0.073157895,0.106666667,0.057692308,,,,,
,help,0.05,0.15,0.2,0.15,0.14,0.18,0.14,0.07,0.09,0.14,0.1,0.11,0.27,0.14,1,0.39,0.15,0.17,0.16,0.19,0.157368421,0.212,0.137857143,,,,,
,all,0.12,0.23,0.28,0.34,0.34,0.4,0.24,0.22,0.25,0.28,0.2,0.15,0.21,0.16,0.39,1,0.29,0.37,0.38,0.48,0.280526316,0.38,0.254,,,,,
,honesty,0.02,0.04,0.03,0.09,0.08,0.11,0.02,0.05,0.06,0.03,0,0.03,0.05,-0.01,0.15,0.29,1,0.08,0.03,0.29,0.075789474,0.133333333,0.065,,,,,
,house,0.05,0.09,0.07,0.23,0.17,0.32,0.11,0.07,0.1,0.09,0.2,0.02,0.06,0.07,0.17,0.37,0.08,1,0.29,0.12,0.141052632,0.205,0.133529412,,,,,
,room,0.06,0.17,0.07,0.32,0.27,0.38,0.19,0.17,0.26,0.12,0.08,0.04,0.01,0.16,0.16,0.38,0.03,0.29,1,0.14,0.173684211,0.14,0.175555556,,,,,
,life,0.02,0.06,0.18,0.09,0.12,0.15,0.08,0.05,0.05,0.13,0.03,0.11,0.1,0.12,0.19,0.48,0.29,0.12,0.14,1,0.132105263,,0.132105263,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.167842105,0.169785059,0.204261015,,,,,
107,ocument,toaster,bread,spread,butter,cream,milk,egg,yellow,sunflower,seed,hamster,brown,tree,green,grass,book,wind,person,park,new york,,,,,,,1,
,toaster,1,0.21,0.03,0.21,0.15,0.12,0.08,0.04,-0.01,-0.01,0.03,0.04,0,0.04,0,0.05,0.05,0.03,0.08,0.04,0.062105263,0.062105263,,0.202105263,0.213888889,0.157058824,,
,bread,0.21,1,0.14,0.77,0.48,0.64,0.2,0.14,0.16,0.21,0.11,0.18,0.09,0.15,0.15,0,0.08,0.04,0.03,0.06,0.202105263,0.201666667,0.21,,,,,
,spread,0.03,0.14,1,0.11,0.13,0.1,0.01,0.27,0.12,0.14,0.01,0.2,0.17,0.18,0.24,0.1,0.2,0.16,0.09,0.24,0.138947368,0.145294118,0.085,,,,,
,butter,0.21,0.77,0.11,1,0.63,0.78,0.28,0.13,0.17,0.09,0.14,0.18,0.03,0.11,0.14,0.04,0.07,0.07,0.07,0.05,0.214210526,0.18625,0.363333333,,,,,
,cream,0.15,0.48,0.13,0.63,1,0.52,0.15,0.2,0.08,0.03,0.1,0.25,0.09,0.17,0.11,0.08,0.02,0.05,0.24,0.08,0.187368421,0.144666667,0.3475,,,,,
,milk,0.12,0.64,0.1,0.78,0.52,1,0.27,0.11,0.12,0.02,0.26,0.12,0.02,0.07,0.17,0.01,0.03,0.07,0.09,0.05,0.187894737,0.100714286,0.432,,,,,
,egg,0.08,0.2,0.01,0.28,0.15,0.27,1,0.07,0.12,0.14,0.03,0.06,0.02,0.05,0.06,0.02,0.03,0.05,0.01,0.04,0.088947368,0.053846154,0.165,,,,,
,yellow,0.04,0.14,0.27,0.13,0.2,0.11,0.07,1,0.18,0.11,0.04,0.61,0.17,0.65,0.33,0.09,0.19,0.08,0.13,0.1,0.191578947,0.223333333,0.137142857,,,,,
,sunflower,-0.01,0.16,0.12,0.17,0.08,0.12,0.12,0.18,1,0.56,0.09,0.11,0.15,0.17,0.29,0,0.11,0.04,0.04,0.05,0.134210526,0.146363636,0.1175,,,,,
,seed,-0.01,0.21,0.14,0.09,0.03,0.02,0.14,0.11,0.56,1,-0.04,0.07,0.26,0.16,0.18,0.01,0.17,0.02,0.06,0.06,0.117894737,0.095,0.143333333,,,,,
,hamster,0.03,0.11,0.01,0.14,0.1,0.26,0.03,0.04,0.09,-0.04,1,0.07,0.13,0.06,0.05,0.03,-0.03,0.02,0.15,0.03,0.067368421,0.056666667,0.077,,,,,
,brown,0.04,0.18,0.2,0.18,0.25,0.12,0.06,0.61,0.11,0.07,0.07,1,0.15,0.56,0.41,0.08,0.16,0.1,0.13,0.09,0.187894737,0.21,0.171818182,,,,,
,tree,0,0.09,0.17,0.03,0.09,0.02,0.02,0.17,0.15,0.26,0.13,0.15,1,0.17,0.26,0.04,0.18,0.02,0.22,0.04,0.116315789,0.132857143,0.106666667,,,,,
,green,0.04,0.15,0.18,0.11,0.17,0.07,0.05,0.65,0.17,0.16,0.06,0.56,0.17,1,0.41,0.06,0.06,0.05,0.18,0.07,0.177368421,0.138333333,0.195384615,,,,,
,grass,0,0.15,0.24,0.14,0.11,0.17,0.06,0.33,0.29,0.18,0.05,0.41,0.26,0.41,1,0.07,0.31,0.05,0.24,0.06,0.185789474,0.146,0.2,,,,,
,book,0.05,0,0.1,0.04,0.08,0.01,0.02,0.09,0,0.01,0.03,0.08,0.04,0.06,0.07,1,0.03,0.07,0.05,0.11,0.049473684,0.065,0.045333333,,,,,
,wind,0.05,0.08,0.2,0.07,0.02,0.03,0.03,0.19,0.11,0.17,-0.03,0.16,0.18,0.06,0.31,0.03,1,0.03,0.02,0.06,0.093157895,0.036666667,0.10375,,,,,
,person,0.03,0.04,0.16,0.07,0.05,0.07,0.05,0.08,0.04,0.02,0.02,0.1,0.02,0.05,0.05,0.07,0.03,1,0.09,0.08,0.058947368,0.085,0.055882353,,,,,
,park,0.08,0.03,0.09,0.07,0.24,0.09,0.01,0.13,0.04,0.06,0.15,0.13,0.22,0.18,0.24,0.05,0.02,0.09,1,0.17,0.11,0.17,0.106666667,,,,,
,new york,0.04,0.06,0.24,0.05,0.08,0.05,0.04,0.1,0.05,0.06,0.03,0.09,0.04,0.07,0.06,0.11,0.06,0.08,0.17,1,0.077894737,,0.077894737,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.132473684,0.126303365,0.170183963,,,,,
108,Document,toaster,bread,wheat,farm,farmer,tractor,red,barn,cows,goats,pasture,green,trees,leaves,cloud,rain,umbrella,rain boots,rubber,hose,,,,,,,1,
,toaster,1,0.21,0.05,0.03,0.04,-0.03,0.07,0.04,0.03,0.03,-0.01,0.04,0.03,0.04,0.03,-0.02,0.01,-0.01,0.16,0.1,0.044210526,0.044210526,,0.392105263,0.306111111,0.239411765,,
,bread,0.21,1,0.33,0.11,0.13,0.1,0.09,0.19,0.32,0.23,0.21,0.15,0.1,0.07,0.03,0.06,0.01,0.09,0.06,0.04,0.133157895,0.128888889,0.21,,,,,
,wheat,0.05,0.33,1,0.64,0.65,0.39,0.05,0.29,0.46,0.42,0.4,0.15,0.09,0.06,0.08,0.18,0.02,0.18,0.07,0.01,0.237894737,0.243529412,0.19,,,,,
,farm,0.03,0.11,0.64,1,0.81,0.48,0.09,0.51,0.52,0.27,0.45,0.07,0.15,0.05,0.07,0.11,0.06,0.13,0.06,0.02,0.243684211,0.240625,0.26,,,,,
,farmer,0.04,0.13,0.65,0.81,1,0.48,0.11,0.46,0.48,0.3,0.4,0.12,0.09,0.03,0.11,0.14,0.13,0.16,0,0.02,0.245263158,0.202,0.4075,,,,,
,tractor,-0.03,0.1,0.39,0.48,0.48,1,0.19,0.46,0.34,0.13,0.4,0.1,0.08,0.05,0.14,0.17,0.04,0.21,0.03,0.13,0.204736842,0.176428571,0.284,,,,,
,red,0.07,0.09,0.05,0.09,0.11,0.19,1,0.22,0.11,0.13,0.18,0.47,0.14,0.08,0.12,0.08,0.13,0.13,0.06,0.13,0.135789474,0.152307692,0.1,,,,,
,barn,0.04,0.19,0.29,0.51,0.46,0.46,0.22,1,0.63,0.3,0.71,0.2,0.19,0.11,0.19,0.17,0.2,0.24,0.02,0.04,0.272105263,0.25,0.31,,,,,
,cows,0.03,0.32,0.46,0.52,0.48,0.34,0.11,0.63,1,0.52,0.69,0.11,0.16,0.09,0.07,0.08,0.03,0.1,0.07,-0.02,0.252105263,0.172727273,0.36125,,,,,
,goats,0.03,0.23,0.42,0.27,0.3,0.13,0.13,0.3,0.52,1,0.43,0.12,0.16,0.04,0.01,0.18,0.08,0.21,0.12,0.02,0.194736842,0.137,0.258888889,,,,,
,pasture,-0.01,0.21,0.4,0.45,0.4,0.4,0.18,0.71,0.69,0.43,1,0.24,0.3,0.2,0.1,0.18,0.13,0.22,0.06,0.05,0.281052632,0.164444444,0.386,,,,,
,green,0.04,0.15,0.15,0.07,0.12,0.1,0.47,0.2,0.11,0.12,0.24,1,0.3,0.44,0.12,0.13,0.2,0.15,0.12,0.09,0.174736842,0.19375,0.160909091,,,,,
,trees,0.03,0.1,0.09,0.15,0.09,0.08,0.14,0.19,0.16,0.16,0.3,0.3,1,0.52,0.1,0.35,0.2,0.36,0.18,0.09,0.188947368,0.257142857,0.149166667,,,,,
,leaves,0.04,0.07,0.06,0.05,0.03,0.05,0.08,0.11,0.09,0.04,0.2,0.44,0.52,1,0.1,0.17,0.15,0.17,0.11,0.07,0.134210526,0.128333333,0.136923077,,,,,
,cloud,0.03,0.03,0.08,0.07,0.11,0.14,0.12,0.19,0.07,0.01,0.1,0.12,0.1,0.1,1,0.53,0.22,0.52,0.06,0.05,0.139473684,0.276,0.090714286,,,,,
,rain,-0.02,0.06,0.18,0.11,0.14,0.17,0.08,0.17,0.08,0.18,0.18,0.13,0.35,0.17,0.53,1,0.41,0.97,0.09,0.06,0.212631579,0.3825,0.167333333,,,,,
,umbrella,0.01,0.01,0.02,0.06,0.13,0.04,0.13,0.2,0.03,0.08,0.13,0.2,0.2,0.15,0.22,0.41,1,0.47,0.12,0.09,0.142105263,0.226666667,0.12625,,,,,
,rain boots,-0.01,0.09,0.18,0.13,0.16,0.21,0.13,0.24,0.1,0.21,0.22,0.15,0.36,0.17,0.52,0.97,0.47,1,0.14,0.11,0.239473684,0.125,0.252941176,,,,,
,rubber,0.16,0.06,0.07,0.06,0,0.03,0.06,0.02,0.07,0.12,0.06,0.12,0.18,0.11,0.06,0.09,0.12,0.14,1,0.28,0.095263158,0.28,0.085,,,,,
,hose,0.1,0.04,0.01,0.02,0.02,0.13,0.13,0.04,-0.02,0.02,0.05,0.09,0.09,0.07,0.05,0.06,0.09,0.11,0.28,1,0.072631579,,0.072631579,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.182210526,0.199029193,0.218715362,,,,,
109,Document,toaster,bread,crunchy,power,electricity,jelly,peanut butter,brown,crust,microwave,oven,baking,cookies,chocolate chips,sweets,candy,laffy taffy,sweet tarts,poptarts,breakfast,,,,,,,4,
,toaster,1,0.21,0.1,0.16,0.76,0.09,0.19,0.04,0.02,0.13,0.23,0.26,0.16,0.13,0.06,0.16,0.02,0.13,N/A,0.17,0.167777778,0.167777778,,0.285294118,0.188235294,0.175625,,
,bread,0.21,1,0.55,0.06,0.06,0.43,0.77,0.18,0.06,0.14,0.49,0.58,0.49,0.46,0.26,0.43,0.12,0.48,N/A,0.51,0.348888889,0.357058824,0.21,,,,,
,crunchy,0.1,0.55,1,-0.02,-0.03,0.38,0.62,0.18,0.07,0.12,0.5,0.53,0.58,0.44,0.29,0.37,0.11,0.35,N/A,0.37,0.306111111,0.30375,0.325,,,,,
,power,0.16,0.06,-0.02,1,0.27,0.03,0.03,0.06,0.02,0.06,0.03,0,0.01,0.07,0.01,0.04,-0.01,0.02,N/A,0.01,0.047222222,0.043333333,0.066666667,,,,,
,electricity,0.76,0.06,-0.03,0.27,1,0,0.04,0.04,0.02,0.18,0.1,0.12,0,0,0.01,0.02,-0.01,0.04,N/A,0.04,0.092222222,0.042857143,0.265,,,,,
,jelly,0.09,0.43,0.38,0.03,0,1,0.45,0.18,0.02,0.11,0.34,0.42,0.43,0.39,0.05,0.34,0.08,0.28,N/A,0.35,0.242777778,0.264615385,0.186,,,,,
,peanut butter,0.19,0.77,0.62,0.03,0.04,0.45,1,0.18,0.05,0.11,0.46,0.57,0.61,0.63,0.42,0.57,0.17,0.5,N/A,0.49,0.381111111,0.396666667,0.35,,,,,
,brown,0.04,0.18,0.18,0.06,0.04,0.18,0.18,1,0.07,0,0.16,0.18,0.21,0.2,0.02,0.18,0.25,0.28,N/A,0.23,0.146666667,0.161818182,0.122857143,,,,,
,crust,0.02,0.06,0.07,0.02,0.02,0.02,0.05,0.07,1,-0.01,0.06,0.09,0.05,0.09,0.02,0.01,0.04,0.01,N/A,0.04,0.040555556,0.04,0.04125,,,,,
,microwave,0.13,0.14,0.12,0.06,0.18,0.11,0.11,0,-0.01,1,0.26,0.08,0.12,0.1,0.03,0.04,0.02,0.03,N/A,0.05,0.087222222,0.081111111,0.093333333,,,,,
,oven,0.23,0.49,0.5,0.03,0.1,0.34,0.46,0.16,0.06,0.26,1,0.69,0.41,0.35,0.09,0.2,0.21,0.32,N/A,0.29,0.288333333,0.32,0.263,,,,,
,baking,0.26,0.58,0.53,0,0.12,0.42,0.57,0.18,0.09,0.08,0.69,1,0.49,0.45,0.18,0.29,0.22,0.46,N/A,0.29,0.327777778,0.34,0.32,,,,,
,cookies,0.16,0.49,0.58,0.01,0,0.43,0.61,0.21,0.05,0.12,0.41,0.49,1,0.53,0.33,0.55,0.13,0.4,N/A,0.48,0.332222222,0.403333333,0.296666667,,,,,
,chocolate chips,0.13,0.46,0.44,0.07,0,0.39,0.63,0.2,0.09,0.1,0.35,0.45,0.53,1,0.32,0.57,0.18,0.41,N/A,0.41,0.318333333,0.378,0.295384615,,,,,
,sweets,0.06,0.26,0.29,0.01,0.01,0.05,0.42,0.02,0.02,0.03,0.09,0.18,0.33,0.32,1,0.45,0.11,0.27,N/A,0.22,0.174444444,0.2625,0.149285714,,,,,
,candy,0.16,0.43,0.37,0.04,0.02,0.34,0.57,0.18,0.01,0.04,0.2,0.29,0.55,0.57,0.45,1,0.12,0.38,N/A,0.32,0.28,0.273333333,0.281333333,,,,,
,laffy taffy,0.02,0.12,0.11,-0.01,-0.01,0.08,0.17,0.25,0.04,0.02,0.21,0.22,0.13,0.18,0.11,0.12,1,0.29,N/A,0.11,0.12,0.2,0.11,,,,,
,sweet tarts,0.13,0.48,0.35,0.02,0.04,0.28,0.5,0.28,0.01,0.03,0.32,0.46,0.4,0.41,0.27,0.38,0.29,1,N/A,0.38,0.279444444,0.38,0.273529412,,,,,
,poptarts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,
,breakfast,0.17,0.51,0.37,0.01,0.04,0.35,0.49,0.23,0.04,0.05,0.29,0.29,0.48,0.41,0.22,0.32,0.11,0.38,N/A,1,0.264444444,,0.264444444,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.223450292,0.245341949,0.214665111,,,,,
110,Document,toaster,bread,jam,stove,coffee,cream,breakfast,eggs,bacon,appliances,metal,silver,clock,utensils,oven,microwave,knife,fork,spoon,bagel,,,,,,,0,
,toaster,1,0.21,0.2,0.28,0.17,0.15,0.17,0.09,0.14,0.62,0.19,0.1,0.09,0.18,0.23,0.13,0.12,0.03,0.22,N/A,0.184444444,0.184444444,,0.297777778,0.245294118,0.204375,,
,bread,0.21,1,0.56,0.35,0.38,0.48,0.51,0.29,0.53,0.05,0.03,0.1,0.09,0.36,0.49,0.14,0.27,0.27,0.38,N/A,0.305,0.310588235,0.21,,,,,
,jam,0.2,0.56,1,0.46,0.49,0.47,0.59,0.33,0.52,0.05,0.04,0.1,0.23,0.31,0.46,0.06,0.26,0.35,0.49,N/A,0.331666667,0.325625,0.38,,,,,
,stove,0.28,0.35,0.46,1,0.47,0.26,0.51,0.13,0.5,0.21,0.08,0.08,0.21,0.4,0.57,0.15,0.31,0.32,0.5,N/A,0.321666667,0.313333333,0.363333333,,,,,
,coffee,0.17,0.38,0.49,0.47,1,0.33,0.59,0.13,0.53,0.04,0.07,0.18,0.34,0.27,0.33,0.08,0.21,0.32,0.45,N/A,0.298888889,0.276428571,0.3775,,,,,
,cream,0.15,0.48,0.47,0.26,0.33,1,0.34,0.18,0.35,0.01,0.01,0.07,0.15,0.24,0.35,0.07,0.22,0.17,0.3,N/A,0.230555556,0.189230769,0.338,,,,,
,breakfast,0.17,0.51,0.59,0.51,0.59,0.34,1,0.26,0.61,0.03,0.06,0.11,0.49,0.21,0.29,0.05,0.19,0.31,0.4,N/A,0.317777778,0.250833333,0.451666667,,,,,
,eggs,0.09,0.29,0.33,0.13,0.13,0.18,0.26,1,0.35,0.02,0,0.01,0.05,0.12,0.18,0.03,0.09,0.11,0.23,N/A,0.144444444,0.108181818,0.201428571,,,,,
,bacon,0.14,0.53,0.52,0.5,0.53,0.35,0.61,0.35,1,0.02,0.04,0.1,0.28,0.32,0.42,0.09,0.24,0.33,0.37,N/A,0.318888889,0.221,0.44125,,,,,
,appliances,0.62,0.05,0.05,0.21,0.04,0.01,0.03,0.02,0.02,1,0.18,0.04,0.03,0.27,0.25,0.17,0.07,0.01,0.1,N/A,0.120555556,0.124444444,0.116666667,,,,,
,metal,0.19,0.03,0.04,0.08,0.07,0.01,0.06,0,0.04,0.18,1,0.38,0.07,0.21,0.13,0.14,0.13,0.19,0.28,N/A,0.123888889,0.19125,0.07,,,,,
,silver,0.1,0.1,0.1,0.08,0.18,0.07,0.11,0.01,0.1,0.04,0.38,1,0.07,0.24,0.06,0,0.04,0.12,0.25,N/A,0.113888889,0.111428571,0.115454545,,,,,
,clock,0.09,0.09,0.23,0.21,0.34,0.15,0.49,0.05,0.28,0.03,0.07,0.07,1,0.07,0.05,-0.03,0.08,0.13,0.1,N/A,0.138888889,0.066666667,0.175,,,,,
,utensils,0.18,0.36,0.31,0.4,0.27,0.24,0.21,0.12,0.32,0.27,0.21,0.24,0.07,1,0.57,0.17,0.29,0.35,0.39,N/A,0.276111111,0.354,0.246153846,,,,,
,oven,0.23,0.49,0.46,0.57,0.33,0.35,0.29,0.18,0.42,0.25,0.13,0.06,0.05,0.57,1,0.26,0.3,0.29,0.47,N/A,0.316666667,0.33,0.312857143,,,,,
,microwave,0.13,0.14,0.06,0.15,0.08,0.07,0.05,0.03,0.09,0.17,0.14,0,-0.03,0.17,0.26,1,0.01,0.19,0.17,N/A,0.104444444,0.123333333,0.100666667,,,,,
,knife,0.12,0.27,0.26,0.31,0.21,0.22,0.19,0.09,0.24,0.07,0.13,0.04,0.08,0.29,0.3,0.01,1,0.34,0.37,N/A,0.196666667,0.355,0.176875,,,,,
,fork,0.03,0.27,0.35,0.32,0.32,0.17,0.31,0.11,0.33,0.01,0.19,0.12,0.13,0.35,0.29,0.19,0.34,1,0.48,N/A,0.239444444,0.48,0.225294118,,,,,
,spoon,0.22,0.38,0.49,0.5,0.45,0.3,0.4,0.23,0.37,0.1,0.28,0.25,0.1,0.39,0.47,0.17,0.37,0.48,1,N/A,0.330555556,,0.330555556,,,,,
,bagel,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.232339181,0.239766029,0.25737234,,,,,
111,Document,toaster,metal,element,chemistry,school,food,hunger,sandwich,ham,cheese,cows,animals,dogs,wolves,pets,zoo,adventure,outdoors,mountains,rivers,,,,,,,0,
,toaster,1,0.19,0.06,0,0.05,0.07,0,0.17,0.1,0.14,0.03,0,0.02,-0.03,0.02,-0.02,0,0.17,-0.01,0.04,0.052631579,0.052631579,,0.290526316,0.198888889,0.134117647,,
,metal,0.19,1,0.11,0.09,0.03,0.03,-0.01,0.04,0.01,0.03,0.03,0.03,0.02,0.04,0.02,0.01,0.03,0.06,0.03,0.02,0.042631579,0.034444444,0.19,,,,,
,element,0.06,0.11,1,0.33,0.01,0.02,0.01,0,0.01,-0.01,0,0.01,0.02,0.03,0.02,0.01,0.05,0.02,0,0.01,0.037368421,0.031764706,0.085,,,,,
,chemistry,0,0.09,0.33,1,0.1,0.05,-0.02,0.03,0,0.03,0.07,0.06,0.03,0.01,0.03,0.05,0.05,0.1,0,0.01,0.053684211,0.0375,0.14,,,,,
,school,0.05,0.03,0.01,0.1,1,0.06,0.03,0.2,0.06,0.06,0.09,0.04,0.05,0.01,0.12,0.06,0.13,0.22,0.03,0.01,0.071578947,0.078,0.0475,,,,,
,food,0.07,0.03,0.02,0.05,0.06,1,0.53,0.3,0.15,0.3,0.17,0.36,0.15,0.17,0.14,0.07,0.04,0.24,0.06,0.1,0.158421053,0.198571429,0.046,,,,,
,hunger,0,-0.01,0.01,-0.02,0.03,0.53,1,0.22,0.11,0.14,0.08,0.13,0.29,0.27,0.16,0.02,0.11,0.13,0.06,0.01,0.119473684,0.133076923,0.09,,,,,
,sandwich,0.17,0.04,0,0.03,0.2,0.3,0.22,1,0.4,0.54,0.2,0.03,0.07,0.01,0.13,0.03,0.07,0.18,-0.02,-0.01,0.136315789,0.135833333,0.137142857,,,,,
,ham,0.1,0.01,0.01,0,0.06,0.15,0.11,0.4,1,0.4,0.25,0.11,0.11,0.04,0.16,0.08,0.06,0.16,0.01,-0.02,0.115789474,0.123636364,0.105,,,,,
,cheese,0.14,0.03,-0.01,0.03,0.06,0.3,0.14,0.54,0.4,1,0.42,0.14,0.1,0.07,0.15,0.05,0.08,0.2,0.05,0.03,0.153684211,0.129,0.181111111,,,,,
,cows,0.03,0.03,0,0.07,0.09,0.17,0.08,0.2,0.25,0.42,1,0.34,0.2,0.25,0.27,0.2,0.1,0.25,0,-0.01,0.154736842,0.177777778,0.134,,,,,
,animals,0,0.03,0.01,0.06,0.04,0.36,0.13,0.03,0.11,0.14,0.34,1,0.24,0.39,0.46,0.66,0.11,0.24,0.07,0.17,0.188947368,0.2925,0.113636364,,,,,
,dogs,0.02,0.02,0.02,0.03,0.05,0.15,0.29,0.07,0.11,0.1,0.2,0.24,1,0.49,0.65,0.15,0.07,0.15,0.04,0.04,0.152105263,0.227142857,0.108333333,,,,,
,wolves,-0.03,0.04,0.03,0.01,0.01,0.17,0.27,0.01,0.04,0.07,0.25,0.39,0.49,1,0.28,0.21,0.17,0.18,0.08,0.04,0.142631579,0.16,0.134615385,,,,,
,pets,0.02,0.02,0.02,0.03,0.12,0.14,0.16,0.13,0.16,0.15,0.27,0.46,0.65,0.28,1,0.5,0.09,0.27,0.03,0.02,0.185263158,0.182,0.186428571,,,,,
,zoo,-0.02,0.01,0.01,0.05,0.06,0.07,0.02,0.03,0.08,0.05,0.2,0.66,0.15,0.21,0.5,1,0.16,0.22,0,0.01,0.13,0.0975,0.138666667,,,,,
,adventure,0,0.03,0.05,0.05,0.13,0.04,0.11,0.07,0.06,0.08,0.1,0.11,0.07,0.17,0.09,0.16,1,0.17,0.15,0.05,0.088947368,0.123333333,0.0825,,,,,
,outdoors,0.17,0.06,0.02,0.1,0.22,0.24,0.13,0.18,0.16,0.2,0.25,0.24,0.15,0.18,0.27,0.22,0.17,1,0.08,0.09,0.164736842,0.085,0.174117647,,,,,
,mountains,-0.01,0.03,0,0,0.03,0.06,0.06,-0.02,0.01,0.05,0,0.07,0.04,0.08,0.03,0,0.15,0.08,1,0.5,0.061052632,0.5,0.036666667,,,,,
,rivers,0.04,0.02,0.01,0.01,0.01,0.1,0.01,-0.01,-0.02,0.03,-0.01,0.17,0.04,0.04,0.02,0.01,0.05,0.09,0.5,1,0.058421053,,0.058421053,,,,,
,,,,,,,,,,,,,,,,,,,,,,0.113421053,0.147353302,0.118373256,,,,,
112,Document,toaster,bread,milk,cow,udder,pink,glass,chandelier,glass,level,bread,pen,nail,hammer,metal,mineral,dirt,soil,antonym,teacher,,,,,,,0,
